error_class,line_count,ground_truth,prediction,substitutions,deleted,inserted,error_positions,confidence,image_path
mixed,2,59N147102,50H47102,N>0 1>H,9,,1 2 3,0.8828,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay2194_jpg.rf.53dea566afa1044c767a7696528af85c.jpg
mixed,2,59D101978,54D1978,9>4,10,,1 3 4,0.9865,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay2345_jpg.rf.adf3b12e3f78f5153bbc4db93d581fe7.jpg
substitution,2,59U159175,59L159175,U>L,,,2,0.9395,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay2392_jpg.rf.270db0e2a4fca1c67d46fb46229087dd.jpg
missing_chars,2,16G111649,11649,,16G1,,0 1 2 3,0.9982,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay2412_jpg.rf.b59665322d31d953809b4f3f005eeb62.jpg
substitution,2,67B181846,67R181846,B>R,,,2,0.9721,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay38_jpg.rf.16b923cf30626a5d252ebd3fab98f552.jpg
substitution,2,59U155529,59U156529,5>6,,,5,0.9937,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay859_jpg.rf.3379e19c3f88e77bc691d70ecbc23c4e.jpg
substitution,2,55E100115,59E100179,5>9 1>7 5>9,,,1 7 8,0.9898,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay870_jpg.rf.5b5df4c2dd17f305c9b1fe64d5debbb1.jpg
mixed,2,59X140243,59Y14043,X>Y,2,,2 6,0.8448,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/2xemay924_jpg.rf.ede5ea09a1e9f35ff7c037b7fc45271d.jpg
mixed,1,51G37307,637307,G>6,51,,0 1 2,0.9394,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3CarLongPlate532_jpg.rf.6177053b47f699a6eb0d76265ef5479e.jpg
substitution,2,30N45882,30NL5882,4>L,,,3,0.8865,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3xemay102_jpg.rf.eab39a066ffed7fe946cb83a480bbccc.jpg
mixed,2,54Z32177,54T322172,Z>T 7>2,,2,2 7,0.7935,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3xemay1318_jpg.rf.b0c48470f58a492706de6a0aa73a1a42.jpg
mixed,2,59U109278,5911109278,U>1,,1,2,0.8956,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3xemay1371_jpg.rf.fcaf44ed073b4ae836a62177443dd7e8.jpg
substitution,2,79Z15804,79T15804,Z>T,,,2,0.9387,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3xemay1448_jpg.rf.dfdf7034b9189751afa9f170907420b2.jpg
mixed,2,69B132267,98L32267,B>8 1>L,6,,0 2 3,0.9806,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3xemay1523_jpg.rf.260cf4fede2167f9cab5ea630c7aa7f0.jpg
substitution,2,59U135226,59D135226,U>D,,,2,0.9758,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3xemay175_jpg.rf.eed4a1cba012b45d2dbc47544d40e3c0.jpg
mixed,2,54U57001,54L157001,U>1,,L,2,0.9836,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3xemay1856_jpg.rf.ad79fc8b0cc90cbc8729fdc0f0874f3c.jpg
substitution,2,60C123774,30C123774,6>3,,,0,0.9983,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3xemay1953_jpg.rf.d4592ebaa7042d8cf6173efb2c798c9e.jpg
substitution,2,72C112511,77C112511,2>7,,,1,0.9679,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3xemay2140_jpg.rf.5d3d0172b350e2de5d6f6fdc6163e243.jpg
mixed,2,59U139619,5911139619,U>1,,1,2,0.9822,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3xemay61_jpg.rf.1ca392ac7906c25c7161d8d8eb59a78c.jpg
substitution,2,59Z120681,59T120681,Z>T,,,2,0.9920,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/3xemay780_jpg.rf.b52cdc19e5649f9606ebb11fda0a0761.jpg
substitution,2,55X17546,55L17546,X>L,,,2,0.9919,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay1959_jpg.rf.79b6fe6737604edcabaf4b96b3380322.jpg
missing_chars,2,59S115133,59S15133,,1,,3,0.9162,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay1970_jpg.rf.9664c6bac4cdb07f79dfdea344278016.jpg
substitution,2,59P220947,59PZ20947,2>Z,,,3,0.9506,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2015_jpg.rf.0d582eb12cd5172f35a173840b45f5be.jpg
extra_chars,2,86H7991,86H79591,,,5,,0.9975,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2031_jpg.rf.8ee5db250bdff84297f4ee0308058455.jpg
missing_chars,2,59B135294,59B13294,,5,,5,0.9425,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2072_jpg.rf.1ce36b881b1b1d40d35861bc18381ee9.jpg
substitution,2,59B134917,50B134917,9>0,,,1,0.9338,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2074_jpg.rf.7d18b7dcee210a4be8b5a8047b1c7acf.jpg
substitution,2,51M21719,51L21719,M>L,,,2,0.8910,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2090_jpg.rf.9827d963cf6c3d35710e002204d6c745.jpg
substitution,2,51V44549,51V44579,4>7,,,6,0.9955,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2093_jpg.rf.7b14e59cca9d9c1e2ed69eb09538df8f.jpg
substitution,2,60B223567,60B723567,2>7,,,3,0.9402,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2158_jpg.rf.82b69fde010a9d23477e3112d0d5c9db.jpg
substitution,2,59E165903,59F165903,E>F,,,2,0.9628,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2206_jpg.rf.eb4dbe66fb01eabc5f68b2e5c86d477d.jpg
substitution,2,81B126810,91R126810,8>9 B>R,,,0 2,0.9045,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2233_jpg.rf.bbe2dcebd0066db77d35e5030414b38e.jpg
mixed,2,54X41983,51Y1983,X>1 4>Y,4,,1 2 3,0.7942,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2236_jpg.rf.752ad93aeb92fe0ee6df8e6b450df604.jpg
substitution,2,59E119283,19Z8359E1,5>1 E>Z 1>8 1>3 9>5 2>9 8>E 3>1,,,0 2 3 4 5 6 7 8,0.9943,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2252_jpg.rf.db7e9d33ede2348aa2c3def046c025bd.jpg
mixed,2,59E155040,59S55040,1>S,E,,2 3,0.8894,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2331_jpg.rf.654a38b7effa7235e5e6f7fca79f0e28.jpg
substitution,2,71H15511,71H15518,1>8,,,7,0.9980,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2369_jpg.rf.ef10368bc40cced77c73a3b170363cd3.jpg
mixed,2,52F73840,IRL,8>I 4>R 0>L,52F73,,0 1 2 3 4 5 6 7,0.5115,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2374_jpg.rf.db070997d12c126346069036498128c7.jpg
missing_chars,2,59M108275,08275,,59M1,,0 1 2 3,0.9402,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2380_jpg.rf.c4c669e050cd6ca2db6a4da85471ef71.jpg
substitution,2,69AB02673,69AP07673,B>P 2>7,,,3 5,0.9003,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2404_jpg.rf.147d61b69575d52bb272a52f701743e0.jpg
substitution,2,94H41831,91H11831,4>1 4>1,,,1 3,0.8131,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2473_jpg.rf.eaf7edc3da8e6d532c949e30025d5e2c.jpg
substitution,2,59L187760,50L187760,9>0,,,1,0.9998,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/4xemay2480_jpg.rf.3cafd80e53cd62742cd48adcf09919b1.jpg
substitution,2,52U49980,52D49980,U>D,,,2,0.9459,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/5xemay1056_jpg.rf.c76f80aad78ca61309c6494c25282ff6.jpg
substitution,2,59U152884,59L152884,U>L,,,2,0.9623,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/5xemay1143_jpg.rf.f02b8dd019ea26a9912ca9259e85d70c.jpg
missing_chars,2,95AA00839,95A00839,,A,,2,0.9963,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/5xemay133_jpg.rf.3145d4f591e9f3e96830fe80d11a3666.jpg
substitution,2,99K140650,59K140650,9>5,,,0,0.9353,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/5xemay140_jpg.rf.f504e542291e7d2002996318c046a462.jpg
substitution,2,79M125990,79N125990,M>N,,,2,0.9843,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/5xemay1680_jpg.rf.9150139d47e3ceec98b8121efd64881d.jpg
substitution,2,60F110494,60F140494,1>4,,,4,0.9943,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/5xemay186_jpg.rf.ca552cd6273693557d6dee2fa58bd78e.jpg
substitution,2,59U184366,59U784366,1>7,,,3,0.8828,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/5xemay952_jpg.rf.50b6d6b85d3e44d5b94b8f18dd1dab5b.jpg
substitution,2,54Z28101,54T28101,Z>T,,,2,0.9232,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/6xemay345_jpg.rf.e19e16ea08a9793e82e3cea65d796a42.jpg
substitution,2,62H136169,62M136169,H>M,,,2,0.9479,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/6xemay364_jpg.rf.56423f4dbb345a4c32c43c20301a967f.jpg
substitution,2,59H121704,59M121704,H>M,,,2,0.9290,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/6xemay377_jpg.rf.dcf20cf92684e4b199cadfcf5e263adb.jpg
substitution,2,59H121704,59M121704,H>M,,,2,0.9228,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/6xemay432_jpg.rf.23166c472fa052e1044e780552aa564a.jpg
mixed,2,77C139373,17C39373,7>1,1,,0 3,0.9671,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/6xemay555_jpg.rf.8e99799689cf4e66f0e58658867a7e6d.jpg
mixed,2,76H117550,6HL17550,1>L,7,,0 3,0.9976,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/6xemay603_jpg.rf.81e08a7d3f7d8f9f5a78c190910311f2.jpg
mixed,2,62H27327,67U7327,H>7 2>U,2,,1 2 3,0.8889,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/6xemay69_jpg.rf.f36de4ed2f11d6149151b1d83cb430e9.jpg
substitution,2,59B131489,50R131489,9>0 B>R,,,1 2,0.8624,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/7xemay2428_jpg.rf.8ff2fe5e382981d5ebe0be8bb4b95416.jpg
missing_chars,2,59L184759,59L84759,,1,,3,0.9583,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/8xemay1884_jpg.rf.74076f0161e9d8b4d1b018d2f0aaf47a.jpg
substitution,2,59M153773,59H153773,M>H,,,2,0.9660,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/9xemay1700_jpg.rf.b894189cd6083e0140527c45faf79059.jpg
substitution,2,51H22212,51H25512,2>5 2>5,,,4 5,0.9330,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/9xemay350_jpg.rf.500d2368d64b5f6a1f9787e55cf31b87.jpg
substitution,2,29E12134,29F12134,E>F,,,2,0.9599,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata11_jpg.rf.bee032d91df21619fa2978a578385b8e.jpg
missing_chars,2,30N55555,30N5555,,5,,3,0.8783,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata204_jpg.rf.0c37cd7a5ef340654f1ae5a0b6c08ec2.jpg
mixed,2,29M114361,79M14361,2>7,1,,0 3,0.9564,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata216_jpg.rf.3c9ad01187e59e7e4c2efbff4d8de2be.jpg
substitution,2,29E153856,29F153856,E>F,,,2,0.9361,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata280_jpg.rf.ce937c8f543ecdb75a550e0ec57825d5.jpg
substitution,2,29Z88694,29T88694,Z>T,,,2,0.9684,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata288_jpg.rf.85aedf15370ce9e1ba83001661f5b296.jpg
substitution,2,29E135599,29F135599,E>F,,,2,0.9694,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata290_jpg.rf.dfe15839032cad2275d895bdd7aa40a9.jpg
substitution,2,29E116061,29Z116061,E>Z,,,2,0.9959,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata296_jpg.rf.c08cbb59cf4cb661bdf18a2433e948da.jpg
substitution,2,29E277971,29F277971,E>F,,,2,0.9862,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata300_jpg.rf.c6d29e56e6065b11e3643147984807a1.jpg
substitution,2,29E106736,29F106736,E>F,,,2,0.9339,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata314_jpg.rf.e28c8e3b7c2d0786f34186ca4627a36d.jpg
substitution,2,29E216604,29F716604,E>F 2>7,,,2 3,0.9731,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata315_jpg.rf.f2c5e7ade90b18c5d4054c041f813f7a.jpg
substitution,2,29E109811,29F109811,E>F,,,2,0.9633,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata316_jpg.rf.09ca84e61de97e10af77ada7cde74e9b.jpg
substitution,2,66N74444,66M74444,N>M,,,2,0.8384,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata331_jpg.rf.649cd234cb9e6ef86c4392c89d2694e9.jpg
mixed,2,29U16789,29L116789,U>1,,L,2,0.9867,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata332_jpg.rf.eeeb0bb0f7a1fecb0373aa25134c7c5e.jpg
mixed,2,51U33333,51L133333,U>1,,L,2,0.9558,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata343_jpg.rf.07a0df2d4aa4b151192da6bf731fb750.jpg
mixed,2,29U102222,29I1102222,U>1,,I,2,0.8972,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata344_jpg.rf.6dc8f141ff8b18af9292ae6d0ed98142.jpg
substitution,2,30F10577,30E10577,F>E,,,2,0.9522,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata356_jpg.rf.2f789831a65d43bda1d53ab63efd8d44.jpg
substitution,2,30A99524,30L99524,A>L,,,2,0.9068,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata40_jpg.rf.1c08adc7a92b6a6871a9f43f29ca0455.jpg
substitution,2,34B459238,34BL59238,4>L,,,3,0.9438,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata43_jpg.rf.291964aa4bd588c0360d8abad9a60763.jpg
substitution,2,29V737694,29A737694,V>A,,,2,0.9497,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata480_jpg.rf.c526e766a6fd9eb829f2883bbfec68ab.jpg
missing_chars,2,29X553937,29X53937,,5,,3,0.8662,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata481_jpg.rf.68c7471cf1f22ceab036eb1311c23e1e.jpg
substitution,2,14B165772,11B165772,4>1,,,1,0.9915,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata487_jpg.rf.c589f6c4c4c5f3397049b8fe97820a38.jpg
substitution,2,14B165772,11B165772,4>1,,,1,0.9054,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata488_jpg.rf.85d783e503574ff9c3ca1b540d2047dd.jpg
missing_chars,2,35M27333,35M7333,,2,,3,0.9660,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata491_jpg.rf.396194ca3acd5a7af0391fdf06b84696.jpg
mixed,2,14X139154,14Y39154,1>Y,X,,2 3,0.8538,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata494_jpg.rf.18f441cf3783410fb6d3e85390938402.jpg
mixed,2,17H55965,79A5965,H>9 5>A,1,,0 2 3,0.8832,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata50_jpg.rf.5b8b878d57f67ff46f8803c7509c5686.jpg
substitution,1,30M8472,30M9472,8>9,,,3,0.8873,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata528_jpg.rf.bdc149f391dad1b9d4e80760b3584a76.jpg
extra_chars,2,33N63094,33BN63094,,,B,,0.9850,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata532_jpg.rf.803cd95bb7954761a91d8aa380eeaaa2.jpg
substitution,2,36M77802,36MZ7802,7>Z,,,3,0.9537,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata539_jpg.rf.8887df95f892212da1a5650ecd853eff.jpg
missing_chars,2,20D102797,20D02797,,1,,3,0.9203,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata548_jpg.rf.5e00d18f6e7578b374b339929b6edc27.jpg
substitution,2,70E144676,20F144676,7>2 E>F,,,0 2,0.8969,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata610_jpg.rf.89509385d133a3a64bcafa2b84538abb.jpg
substitution,2,29A94170,29L94170,A>L,,,2,0.9074,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata61_jpg.rf.8f106ec7c085c60f13d129b25d6aa376.jpg
substitution,2,29N180623,29H180623,N>H,,,2,0.9506,D:/DATN/datasets/raw/roboflow_ocr_plate/valid/images/ndata7_jpg.rf.65385ab432c694f044dd5bbd102b8c3d.jpg
mixed,2,19A19737,94L9737,A>4 1>L,1,,0 2 3,0.9896,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2109_--2022-03-09-21-04-35_png.rf.a36c8de24a34ff4dc5e1fed80338b005.jpg
missing_chars,2,30A42503,42503,,30A,,0 1 2,0.9964,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2111_--2022-03-09-21-04-51_png.rf.bf0f9260a69d7693204cc004a00f5fe8.jpg
missing_chars,2,30A10040,10040,,30A,,0 1 2,0.9909,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2122_--2022-03-09-21-05-32_png.rf.c89ec24f134fc104ab4465e45255843d.jpg
mixed,2,30A0040,5UA10040,3>5 0>U,,1,0 1,0.9390,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2128_--2022-03-09-21-05-54_png.rf.17cac07eac5ee7a55bf45c737e4e6a03.jpg
substitution,2,30E95190,30F95190,E>F,,,2,0.9922,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2144_--2022-03-09-21-07-46_png.rf.9b7da6f4866b227d44be1db9456a5115.jpg
substitution,2,30E95190,30F95190,E>F,,,2,0.9903,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2145_--2022-03-09-21-08-01_png.rf.7810b739279f676b49b52dc0d370b53a.jpg
substitution,2,30E95190,30F95190,E>F,,,2,0.9895,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2147_--2022-03-09-21-08-31_png.rf.29b77a360fed02abe8d6db6d38fee0c1.jpg
substitution,2,30E06547,30F06547,E>F,,,2,0.9882,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2155_--2022-03-09-21-09-11_png.rf.3463f487b5fd72f63c7632e12ffb75f4.jpg
substitution,2,30E93250,30F93250,E>F,,,2,0.9839,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2163_--2022-03-09-21-11-10_png.rf.a87260069fce141c51dc53bd7f288337.jpg
mixed,2,30F08093,30D8093,0>D,F,,2 3,0.9982,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2169_--2022-03-09-21-11-27_png.rf.1ce029622027bf0af7498ba512174396.jpg
substitution,2,30E47464,30E47461,4>1,,,7,0.9176,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2180_--2022-03-09-21-12-28_png.rf.c2efeda9e90cfb16fe761c50e64bf732.jpg
empty_read,2,30E74997,,,30E74997,,0 1 2 3 4 5 6 7,0.0000,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2198_--2022-03-09-21-18-34_png.rf.ff170b4ff6fdc9579180ed5a056439e8.jpg
missing_chars,2,30E74997,9,,30E7497,,0 1 2 3 4 5 7,0.9269,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2200_--2022-03-09-21-18-43_png.rf.712f0373d641194e42f09dde0a2a9679.jpg
extra_chars,1,30A7726,30A77236,,,3,,0.9989,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2210_--2022-03-09-21-19-19_png.rf.251d5bbfafe119fde84fa58a20162abe.jpg
substitution,2,30E67654,30F67654,E>F,,,2,0.9934,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2212_--2022-03-09-21-19-24_png.rf.d5ad88ab443f9dc9c5544fdef17f8206.jpg
substitution,2,30E08043,30F08043,E>F,,,2,0.9910,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2213_--2022-03-09-21-19-28_png.rf.f8637577fbefe94a5dfe23d27ad91d39.jpg
empty_read,2,29A17782,,,29A17782,,0 1 2 3 4 5 6 7,0.0000,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2214_--2022-03-09-21-19-32_png.rf.81918ece4617b77ff129c769b51e8bc6.jpg
substitution,2,30E96860,30F96860,E>F,,,2,0.9455,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2216_--2022-03-09-21-19-40_png.rf.d9c78dce9ae74571b12809afcedf7347.jpg
extra_chars,2,30A26533,30AE26533,,,E,,0.9077,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2219_--2022-03-09-21-19-52_png.rf.db0bfb3f30e6eeff24722884b0ae3c1a.jpg
extra_chars,2,30E6064,30E60364,,,3,,0.9715,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2220_--2022-03-09-21-19-58_png.rf.687cc27c3a411525a7b5c3c23b30cf8e.jpg
substitution,2,30E47979,30F47979,E>F,,,2,0.9833,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2229_--2022-03-09-21-21-06_png.rf.7b114c0fc34ece0c460067c5d54d4a32.jpg
empty_read,2,30E74997,,,30E74997,,0 1 2 3 4 5 6 7,0.0000,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2237_--2022-03-09-21-21-22_png.rf.a3e770c19c76fd2525e8d221ca573675.jpg
empty_read,2,30E74997,,,30E74997,,0 1 2 3 4 5 6 7,0.0000,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2239_--2022-03-09-21-21-31_png.rf.5a3e954cddf72faffaa89cacdb1c738a.jpg
empty_read,2,30E74997,,,30E74997,,0 1 2 3 4 5 6 7,0.0000,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2266_--2022-03-09-21-23-22_png.rf.aa35bcf4b863fbdd56915b9cc2499d11.jpg
missing_chars,2,30A95419,95419,,30A,,0 1 2,0.9646,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2276_--2022-03-09-21-23-54_png.rf.699a8a6649810d9c45009c3f01317392.jpg
empty_read,2,30E61292,,,30E61292,,0 1 2 3 4 5 6 7,0.0000,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2284_--2022-03-09-21-24-25_png.rf.b1a0ca65a56d5e13eff727ea6979e04f.jpg
substitution,2,30E61292,30F61292,E>F,,,2,0.9948,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2287_--2022-03-09-21-24-34_png.rf.7950cfadbdc8e3639bc3dc63c1620b87.jpg
substitution,2,30E46482,30F46482,E>F,,,2,0.9947,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2296_--2022-03-09-21-25-09_png.rf.e6a7f35f75be870a6a2ec7090c1d3b81.jpg
substitution,2,30E97366,30F97366,E>F,,,2,0.9937,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2297_--2022-03-09-21-25-14_png.rf.d4d5f7c12cbb87a26e32c13a8be27365.jpg
mixed,2,29D88585,20LH98585,9>L D>H 8>9,,0,1 2 3,0.7491,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2313_--2022-03-09-21-26-07_png.rf.7e8401b65431afd89a2928b34138ba83.jpg
substitution,2,29D08585,29N08585,D>N,,,2,0.9507,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2314_--2022-03-09-21-26-11_png.rf.f32fbccc8743c3d4d416e1bebd959b4a.jpg
substitution,2,29D07985,79D07985,2>7,,,0,0.9927,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2323_--2022-03-09-21-26-48_png.rf.dc3a73d3f063d26c19bf7e74cc6acfbf.jpg
missing_chars,2,30A64829,64829,,30A,,0 1 2,0.9948,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2326_--2022-03-09-21-44-01_png.rf.6d696560ae9dfe3fc9fa18195359f29e.jpg
substitution,2,30E96482,30F96482,E>F,,,2,0.9898,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2329_--2022-03-09-21-44-14_png.rf.cb53e5c5a0784965720579b354c86a74.jpg
substitution,2,29C65969,29D55969,C>D 6>5,,,2 3,0.9221,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2330_--2022-03-09-21-44-20_png.rf.df238babfe63b23e241de075990cbf74.jpg
substitution,2,30T8783,30L8783,T>L,,,2,0.9975,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2344_--2022-03-09-21-45-40_png.rf.2e6b691ede5e1f1f4aa5efe69f59a3ec.jpg
mixed,2,30A32958,32959,8>9,30A,,0 1 2 7,0.9899,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2346_--2022-03-09-21-45-49_png.rf.8fb35757e654e0f1d7f2fe50c315c481.jpg
substitution,2,30E79214,30F79214,E>F,,,2,0.9953,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2349_--2022-03-09-21-46-04_png.rf.47825a3cbf49c247e7000671108fe062.jpg
substitution,2,30E49882,30F49882,E>F,,,2,0.9894,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2356_--2022-03-09-21-46-32_png.rf.74055e6c32ba0a6ca271461aa0db82c9.jpg
missing_chars,2,30A76661,76661,,30A,,0 1 2,0.9845,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2377_--2022-03-09-21-49-11_png.rf.d3b32d2dca6f7ed26c05a4f03fedc993.jpg
substitution,2,30E55542,30F55542,E>F,,,2,0.9938,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2386_--2022-03-09-21-50-17_png.rf.6cb32948d3acd956a294b73dd6727b6a.jpg
missing_chars,2,30A21624,21624,,30A,,0 1 2,0.9920,D:/DATN/datasets/raw/roboflow_ocr_conversion/train/images/2395_--2022-03-09-21-50-55_png.rf.a8aa85a288ee0fd60c17204abbb8d5e9.jpg
